Full Name,Gender,Nationality,Age Group,Course,Semester,Subjects Enrolled,Study Preference,Availability,Learning Style,Motivational Factors,Preferred Study Environment,Strengths,Hobbies,Interests Outside of Academics,Future Career Aspirations,Preferred Communication Channels,Proficiency in Tools/Technologies,Location Preference,Preferred Study Partner Personality,Past Group Project Experience,Willingness to Mentor Others
Anita Nguyen,Male,Canada,25+,Master's,Sem 5,"International Relations, Architecture, Machine Learning, Degin Futere",Group,"Sun (3pm-5pm), Wed (3pm-6pm), Tue (3pm-7pm)",Reading/Writing,Deadlines,Group Study Rooms,Research,Gaming,Cultural Studies,Project Manager,Email,Power Point,Online,Focused,No,Yes
Lisa Lee,Binary,South Africa,25+,Bachelor's,Sem 8,"Chemistry, Economics, Literature, Mathematics",Group,"Sun (3pm-5pm), Wed (12pm-2pm), Tue (12pm-1pm)",Visual,Collaboration,Library,Problem-Solving,Yoga,Cultural Studies,Business Analyst,Email,Power Point,In-person,Collaborative,Yes,Yes
Melissa Williams,Female,Australia,25+,Bachelor's,Sem 4,"Biology, Psychology, Geography, Economics",Group,"Sun (8am-12pm), Wed (12pm-3pm), Tue (12pm-3pm)",Visual,Competition,Group Study Rooms,Research,Cycling,Art Exhibitions,Software Engineer,WhatsApp,Editing Tools,In-person,Competitive,Yes,Yes
James Griffith,Prefer Not to Say,Brazil,21-25,Bachelor's,Sem 2,"Biology, Geography, Engineering Fundamentals, Psychology",Group,"Sun (2pm-3pm), Wed (4pm-6pm), Tue (9am-10am)",Visual,Personal Goals,Quiet Spaces,Research,Robotics,Mental Health Advocacy,Project Manager,WhatsApp,Adobe Illustration,In-person,Collaborative,Yes,Yes
Cynthia Lin,Binary,China,25+,Master's,Sem 5,"Mechanical Engineering, Education Leadership, Environmental Science, Finance",Group,"Sun (3pm-6pm), Wed (8am-10am), Tue (2pm-6pm)",Kinesthetic,Personal Goals,Library,Presentation,Hiking,DJ,Project Manager,Email,Power Point,In-person,Focused,Yes,No
Jonathan Johnson,Male,India,21-25,Bachelor's,Sem 6,"History, Political Science, Sociology, Computer Science",Individual,"Sun (3pm-5pm), Wed (4pm-8pm), Tue (10am-11am)",Visual,Competition,Library,Analytical Thinking,Cooking,Renewable Energy,Data Scientist,In-Person,Python,Online,Collaborative,No,Yes
Katie Garcia,Female,Mexico,21-25,Bachelor's,Sem 1,"Biology, Literature, Psychology, Geography",Group,"Sun (11am-2pm), Wed (5pm-7pm), Tue (1pm-4pm)",Kinesthetic,Competition,Group Study Rooms,Problem-Solving,Reading,Travel,Business Analyst,Email,Power Point,In-person,Relaxed,No,No
Sandra Mcdaniel,Non-Binary,Canada,25+,Master's,Sem 7,"Environmental Science, Degin Futere, Urban Development, Finance",Individual,"Sun (12pm-1pm), Wed (1pm-3pm), Tue (9am-1pm)",Reading/Writing,Collaboration,Quiet Spaces,Analytical Thinking,Running,Independent Music,Project Manager,Slack,Adobe Illustration,In-person,Competitive,No,No
Teresa Davis,Prefer Not to Say,Canada,18-21,Bachelor's,Sem 3,"Literature, Computer Science, Economics, Political Science",Group,"Sun (10am-1pm), Wed (2pm-4pm), Tue (12pm-2pm)",Kinesthetic,Collaboration,Group Study Rooms,Research,Photography,Group Entertainment,Business Analyst,Email,Python,Online,Collaborative,No,No
Cody Guzman,Prefer Not to Say,Ireland,25+,Bachelor's,Sem 8,"History, Computer Science, Psychology, Geography",Individual,"Sun (2pm-6pm), Wed (11am-2pm), Tue (8am-12pm)",Auditory,Competition,Cafes,Analytical Thinking,Painting,Travel,Project Manager,Email,Python,Online,Collaborative,Yes,Yes
Tanya Brown,Binary,Canada,21-25,Master's,Sem 1,"International Relations, Urban Development, Degin Futere, International Business",Individual,"Sun (11am-1pm), Wed (12pm-4pm), Tue (1pm-3pm)",Kinesthetic,Personal Goals,Group Study Rooms,Research,Robotics,Philosophy,Supply Chain Manager,Slack,Power Point,Online,Competitive,Yes,No
Gavin Vargas,Female,Brazil,25+,Master's,Sem 8,"Machine Learning, Cybersecurity, Urban Development, Architecture",Individual,"Sun (9am-12pm), Wed (10am-12pm), Tue (9am-1pm)",Kinesthetic,Deadlines,Library,Research,Painting,Financial Literacy Education,Project Manager,Slack,Editing Tools,Online,Collaborative,Yes,Yes
Glenn Hamilton,Binary,Ireland,18-21,Bachelor's,Sem 4,"Political Science, Biology, Geography, Economics",Group,"Sun (1pm-4pm), Wed (1pm-4pm), Tue (2pm-4pm)",Auditory,Competition,Group Study Rooms,Time Management,Dance,Volunteering,Software Engineer,Slack,Adobe Illustration,Online,Relaxed,No,No
Mark Glover,Non-Binary,Ireland,21-25,Bachelor's,Sem 2,"History, Engineering Fundamentals, Geography, Computer Science",Individual,"Sun (1pm-2pm), Wed (1pm-3pm), Tue (12pm-2pm)",Reading/Writing,Competition,Group Study Rooms,Problem-Solving,Photography,Renewable Energy,Software Engineer,WhatsApp,Office 365,In-person,Collaborative,Yes,Yes
Jenna Roth,Male,Mexico,25+,Master's,Sem 8,"International Relations, Urban Development, Finance, Marketing",Group,"Sun (9am-11am), Wed (12pm-3pm), Tue (1pm-3pm)",Auditory,Personal Goals,Group Study Rooms,Time Management,Photography,Philosophy,Project Manager,Slack,Editing Tools,Online,Competitive,No,No
Shelley Williamson,Male,Ireland,21-25,Bachelor's,Sem 5,"Engineering Fundamentals, Sociology, Computer Science, Geography",Individual,"Sun (12pm-1pm), Wed (11am-3pm), Tue (2pm-6pm)",Auditory,Personal Goals,Group Study Rooms,Time Management,Reading,Art Exhibitions,Software Engineer,Email,Office 365,In-person,Collaborative,No,Yes
Cody Thomas,Prefer Not to Say,Nigeria,18-21,Bachelor's,Sem 6,"Engineering Fundamentals, Literature, Chemistry, Mathematics",Group,"Sun (2pm-6pm), Wed (3pm-6pm), Tue (1pm-2pm)",Visual,Collaboration,Cafes,Presentation,Painting,Independent Music,Business Analyst,In-Person,Python,In-person,Competitive,No,Yes
Madison Walsh,Male,India,18-21,Bachelor's,Sem 7,"Engineering Fundamentals, Chemistry, Literature, Psychology",Individual,"Sun (8am-9am), Wed (4pm-5pm), Tue (10am-11am)",Kinesthetic,Collaboration,Quiet Spaces,Presentation,Sports,Cultural Studies,Data Scientist,In-Person,Office 365,In-person,Collaborative,No,Yes
Margaret Taylor,Male,UK,21-25,Bachelor's,Sem 4,"Political Science, Chemistry, Literature, Mathematics",Individual,"Sun (5pm-9pm), Wed (12pm-2pm), Tue (9am-10am)",Kinesthetic,Competition,Group Study Rooms,Time Management,Chess,Environmental Activism,Supply Chain Manager,WhatsApp,Office 365,Online,Collaborative,No,No
David Richmond,Male,South Africa,25+,Bachelor's,Sem 4,"History, Psychology, Chemistry, Biology",Individual,"Sun (12pm-4pm), Wed (11am-1pm), Tue (11am-2pm)",Visual,Collaboration,Quiet Spaces,Presentation,Painting,Community Service,Project Manager,Slack,Editing Tools,Online,Collaborative,Yes,No
Cassandra Martinez,Binary,USA,25+,Bachelor's,Sem 5,"Computer Science, Mathematics, Economics, Sociology",Individual,"Sun (9am-11am), Wed (9am-1pm), Tue (12pm-1pm)",Kinesthetic,Collaboration,Group Study Rooms,Time Management,Gaming,Mental Health Advocacy,Project Manager,WhatsApp,Animation Tools,Online,Relaxed,Yes,Yes
Rhonda Smith,Prefer Not to Say,Germany,18-21,Master's,Sem 6,"Degin Futere, International Relations, Environmental Science, Finance",Group,"Sun (11am-3pm), Wed (1pm-4pm), Tue (1pm-5pm)",Visual,Collaboration,Cafes,Research,Cycling,Language Learning,Supply Chain Manager,Slack,Python,Online,Competitive,No,No
Christopher Morton,Non-Binary,Nigeria,18-21,Master's,Sem 2,"Business Administration, Data Science, Cybersecurity, International Business",Group,"Sun (3pm-6pm), Wed (11am-3pm), Tue (9am-1pm)",Kinesthetic,Competition,Cafes,Research,Painting,DJ,Business Analyst,In-Person,Office 365,Online,Collaborative,No,Yes
Russell Lane,Binary,France,25+,Master's,Sem 5,"Business Administration, Machine Learning, Artificial Intelligence, Marketing",Individual,"Sun (2pm-5pm), Wed (12pm-2pm), Tue (11am-12pm)",Auditory,Deadlines,Cafes,Analytical Thinking,Chess,Cultural Studies,Software Engineer,Email,Python,In-person,Relaxed,Yes,No
Melanie Collins,Male,Japan,18-21,Master's,Sem 1,"Marketing, Environmental Science, Cybersecurity, Education Leadership",Group,"Sun (10am-2pm), Wed (1pm-2pm), Tue (9am-10am)",Auditory,Personal Goals,Cafes,Research,Hiking,Financial Literacy Education,Business Analyst,In-Person,Adobe Illustration,Online,Relaxed,No,No
Denise Hernandez,Female,India,25+,Master's,Sem 3,"Business Administration, Mechanical Engineering, Education Leadership, Marketing",Group,"Sun (4pm-8pm), Wed (12pm-1pm), Tue (1pm-5pm)",Auditory,Deadlines,Cafes,Time Management,Robotics,Art Exhibitions,Supply Chain Manager,WhatsApp,Power Point,Online,Focused,No,Yes
Jennifer Thompson,Prefer Not to Say,Brazil,21-25,Master's,Sem 4,"Marketing, Artificial Intelligence, Finance, Degin Futere",Individual,"Sun (11am-12pm), Wed (5pm-8pm), Tue (8am-9am)",Visual,Deadlines,Library,Problem-Solving,Sports,Group Entertainment,Business Analyst,Email,SQL,Online,Relaxed,Yes,No
Elizabeth Shannon,Female,South Africa,25+,Bachelor's,Sem 7,"History, Literature, Engineering Fundamentals, Economics",Group,"Sun (2pm-3pm), Wed (3pm-7pm), Tue (12pm-2pm)",Auditory,Competition,Group Study Rooms,Research,Yoga,Group Entertainment,Software Engineer,Slack,Python,In-person,Relaxed,No,Yes
Sara Rodriguez,Non-Binary,China,25+,Bachelor's,Sem 4,"History, Geography, Psychology, Literature",Group,"Sun (2pm-3pm), Wed (4pm-5pm), Tue (12pm-1pm)",Kinesthetic,Personal Goals,Quiet Spaces,Research,Hiking,Digital Marketing,Supply Chain Manager,Slack,Adobe Illustration,In-person,Competitive,No,Yes
Danielle Flores,Prefer Not to Say,China,25+,Bachelor's,Sem 8,"Chemistry, Economics, Engineering Fundamentals, Psychology",Individual,"Sun (1pm-4pm), Wed (4pm-7pm), Tue (9am-1pm)",Reading/Writing,Personal Goals,Cafes,Problem-Solving,Painting,Volunteering,Software Engineer,In-Person,Power Point,Online,Relaxed,No,Yes
Joshua Vasquez,Binary,Brazil,21-25,Bachelor's,Sem 8,"Engineering Fundamentals, Economics, Computer Science, Sociology",Group,"Sun (12pm-3pm), Wed (2pm-5pm), Tue (1pm-2pm)",Auditory,Deadlines,Cafes,Analytical Thinking,Hiking,Volunteering,Software Engineer,WhatsApp,Editing Tools,Online,Competitive,Yes,Yes
Paige Rogers,Binary,Mexico,21-25,Bachelor's,Sem 4,"Literature, Physics, Engineering Fundamentals, Geography",Individual,"Sun (11am-3pm), Wed (12pm-4pm), Tue (12pm-2pm)",Reading/Writing,Deadlines,Cafes,Problem-Solving,Photography,Mental Health Advocacy,Data Scientist,In-Person,Excel,In-person,Competitive,No,Yes
Barbara Sanders,Female,USA,21-25,Bachelor's,Sem 6,"Biology, Psychology, Sociology, Economics",Individual,"Sun (11am-2pm), Wed (11am-2pm), Tue (9am-10am)",Auditory,Personal Goals,Quiet Spaces,Research,Yoga,Culinary Arts,Data Scientist,In-Person,Adobe Illustration,Online,Focused,No,No
April Cook,Binary,China,25+,Master's,Sem 6,"Urban Development, Architecture, Business Administration, Artificial Intelligence",Individual,"Sun (9am-10am), Wed (10am-2pm), Tue (2pm-4pm)",Auditory,Collaboration,Quiet Spaces,Time Management,Cooking,DJ,Project Manager,Slack,SQL,Online,Focused,No,Yes
Laurie Shah,Prefer Not to Say,Japan,21-25,Bachelor's,Sem 2,"History, Engineering Fundamentals, Biology, Psychology",Group,"Sun (1pm-5pm), Wed (5pm-6pm), Tue (5pm-6pm)",Kinesthetic,Deadlines,Cafes,Research,Gaming,Travel,Data Scientist,WhatsApp,Power Point,Online,Collaborative,No,No
Margaret Romero,Prefer Not to Say,Japan,18-21,Master's,Sem 7,"Data Science, Marketing, Architecture, Degin Futere",Individual,"Sun (9am-11am), Wed (8am-11am), Tue (10am-2pm)",Kinesthetic,Collaboration,Cafes,Analytical Thinking,Cooking,Renewable Energy,Project Manager,WhatsApp,Office 365,Online,Relaxed,Yes,Yes
James Richardson,Female,Ireland,25+,Bachelor's,Sem 3,"History, Computer Science, Mathematics, Engineering Fundamentals",Group,"Sun (3pm-4pm), Wed (9am-11am), Tue (10am-12pm)",Visual,Competition,Library,Problem-Solving,Photography,Independent Music,Supply Chain Manager,Email,SQL,In-person,Competitive,Yes,No
Jesus Jones,Prefer Not to Say,India,21-25,Master's,Sem 5,"Environmental Science, Data Science, Degin Futere, International Relations",Individual,"Sun (11am-2pm), Wed (2pm-3pm), Tue (11am-12pm)",Auditory,Competition,Library,Research,Running,Culinary Arts,Supply Chain Manager,In-Person,Editing Tools,In-person,Collaborative,No,No
Maria Williams,Male,New Zealand,18-21,Master's,Sem 6,"Environmental Science, Finance, Machine Learning, Mechanical Engineering",Individual,"Sun (10am-1pm), Wed (3pm-6pm), Tue (12pm-2pm)",Reading/Writing,Deadlines,Cafes,Analytical Thinking,Yoga,DJ,Software Engineer,WhatsApp,Animation Tools,Online,Collaborative,Yes,Yes
Kathryn Richardson,Male,Ireland,25+,Bachelor's,Sem 5,"Biology, Mathematics, Economics, Chemistry",Group,"Sun (12pm-3pm), Wed (5pm-7pm), Tue (5pm-6pm)",Reading/Writing,Personal Goals,Cafes,Analytical Thinking,Sports,Group Entertainment,Project Manager,Slack,Adobe Illustration,Online,Collaborative,Yes,Yes
Robert Green,Binary,India,18-21,Master's,Sem 5,"Cybersecurity, International Relations, Education Leadership, Marketing",Group,"Sun (11am-2pm), Wed (4pm-6pm), Tue (1pm-3pm)",Visual,Collaboration,Group Study Rooms,Research,Music,Community Service,Business Analyst,WhatsApp,Editing Tools,Online,Competitive,Yes,No
Francisco Chang,Binary,Mexico,21-25,Master's,Sem 3,"Finance, Machine Learning, Cybersecurity, Education Leadership",Group,"Sun (10am-1pm), Wed (9am-12pm), Tue (9am-10am)",Visual,Deadlines,Library,Research,Writing,Community Service,Supply Chain Manager,In-Person,Animation Tools,In-person,Relaxed,Yes,No
Michael Clark,Non-Binary,Mexico,25+,Master's,Sem 6,"Data Science, Mechanical Engineering, Cybersecurity, Machine Learning",Individual,"Sun (12pm-2pm), Wed (2pm-6pm), Tue (12pm-3pm)",Auditory,Collaboration,Group Study Rooms,Time Management,Dance,Wildlife Conservation,Software Engineer,Slack,Editing Tools,In-person,Competitive,No,Yes
Matthew Gallegos,Female,Australia,18-21,Master's,Sem 8,"International Business, Machine Learning, Marketing, Degin Futere",Group,"Sun (11am-1pm), Wed (3pm-4pm), Tue (10am-12pm)",Reading/Writing,Deadlines,Library,Analytical Thinking,Robotics,Tech Entrepreneurship,Data Scientist,WhatsApp,Animation Tools,In-person,Relaxed,Yes,No
Marvin Holmes,Binary,UK,18-21,Bachelor's,Sem 7,"Economics, Psychology, Chemistry, History",Individual,"Sun (12pm-4pm), Wed (3pm-5pm), Tue (10am-11am)",Visual,Personal Goals,Library,Presentation,Running,Cultural Studies,Supply Chain Manager,Slack,Python,Online,Collaborative,No,No
Erica Hanson,Binary,Nigeria,18-21,Master's,Sem 2,"Education Leadership, Marketing, Artificial Intelligence, Cybersecurity",Group,"Sun (10am-11am), Wed (12pm-1pm), Tue (5pm-9pm)",Reading/Writing,Personal Goals,Library,Time Management,Robotics,DJ,Supply Chain Manager,Slack,Office 365,Online,Collaborative,Yes,No
James Washington,Male,South Africa,25+,Master's,Sem 5,"Cybersecurity, International Business, Data Science, Education Leadership",Group,"Sun (5pm-7pm), Wed (8am-9am), Tue (11am-12pm)",Kinesthetic,Personal Goals,Group Study Rooms,Presentation,Cycling,Community Service,Project Manager,WhatsApp,SQL,In-person,Relaxed,No,Yes
Logan Parsons,Non-Binary,Australia,18-21,Bachelor's,Sem 8,"History, Mathematics, Political Science, Chemistry",Individual,"Sun (4pm-8pm), Wed (4pm-6pm), Tue (1pm-2pm)",Reading/Writing,Competition,Group Study Rooms,Presentation,Robotics,DJ,Business Analyst,Slack,SQL,Online,Collaborative,No,No
Michael Delacruz,Female,Canada,25+,Master's,Sem 4,"Machine Learning, Degin Futere, Urban Development, Environmental Science",Individual,"Sun (3pm-4pm), Wed (3pm-6pm), Tue (1pm-5pm)",Auditory,Personal Goals,Group Study Rooms,Problem-Solving,Chess,Renewable Energy,Data Scientist,Slack,Python,In-person,Focused,No,No
Emily Knight,Binary,Brazil,18-21,Master's,Sem 2,"Environmental Science, International Business, Education Leadership, Machine Learning",Individual,"Sun (5pm-9pm), Wed (11am-1pm), Tue (12pm-3pm)",Auditory,Collaboration,Cafes,Problem-Solving,Cycling,Culinary Arts,Software Engineer,Email,Animation Tools,Online,Collaborative,Yes,No
Briana Escobar,Binary,Nigeria,18-21,Master's,Sem 6,"International Relations, Business Administration, Data Science, Machine Learning",Group,"Sun (3pm-4pm), Wed (1pm-5pm), Tue (11am-1pm)",Reading/Writing,Collaboration,Group Study Rooms,Research,Yoga,Independent Music,Business Analyst,WhatsApp,Power Point,Online,Focused,Yes,No
Christopher Lewis,Female,France,21-25,Master's,Sem 4,"Artificial Intelligence, Degin Futere, Cybersecurity, International Business",Group,"Sun (12pm-2pm), Wed (8am-10am), Tue (9am-1pm)",Auditory,Personal Goals,Cafes,Analytical Thinking,Dance,Group Entertainment,Project Manager,Email,Power Point,In-person,Focused,Yes,Yes
Lauren Burns,Prefer Not to Say,Mexico,21-25,Master's,Sem 3,"Artificial Intelligence, Marketing, Degin Futere, Data Science",Group,"Sun (5pm-8pm), Wed (9am-11am), Tue (1pm-5pm)",Visual,Collaboration,Quiet Spaces,Presentation,Hiking,Cultural Studies,Supply Chain Manager,Slack,SQL,In-person,Relaxed,Yes,No
Michael David,Female,Brazil,18-21,Master's,Sem 4,"Degin Futere, Artificial Intelligence, Urban Development, Mechanical Engineering",Group,"Sun (8am-10am), Wed (2pm-4pm), Tue (9am-1pm)",Kinesthetic,Collaboration,Library,Analytical Thinking,Cycling,Renewable Energy,Supply Chain Manager,WhatsApp,Python,In-person,Competitive,No,No
Kevin Ramos,Non-Binary,Japan,18-21,Master's,Sem 8,"International Relations, Mechanical Engineering, Artificial Intelligence, Education Leadership",Individual,"Sun (3pm-6pm), Wed (9am-12pm), Tue (2pm-5pm)",Auditory,Deadlines,Cafes,Presentation,Dance,Renewable Energy,Project Manager,In-Person,Excel,Online,Relaxed,Yes,No
Craig Fuller,Female,Australia,25+,Bachelor's,Sem 8,"Political Science, History, Sociology, Chemistry",Group,"Sun (8am-10am), Wed (4pm-5pm), Tue (5pm-9pm)",Visual,Collaboration,Library,Analytical Thinking,Gaming,DJ,Business Analyst,In-Person,Office 365,In-person,Collaborative,No,No
Daniel Russell,Female,India,25+,Bachelor's,Sem 6,"Physics, Mathematics, Biology, Engineering Fundamentals",Group,"Sun (8am-11am), Wed (10am-11am), Tue (2pm-3pm)",Kinesthetic,Collaboration,Quiet Spaces,Research,Cycling,Baking,Business Analyst,In-Person,Power Point,In-person,Collaborative,Yes,No
Marisa Gates,Prefer Not to Say,Australia,18-21,Master's,Sem 6,"International Relations, Degin Futere, Cybersecurity, Finance",Group,"Sun (5pm-9pm), Wed (5pm-7pm), Tue (11am-2pm)",Kinesthetic,Collaboration,Quiet Spaces,Research,Reading,Environmental Activism,Business Analyst,Slack,SQL,Online,Competitive,Yes,Yes
Laura Martinez,Non-Binary,Japan,18-21,Bachelor's,Sem 8,"Engineering Fundamentals, Physics, Computer Science, History",Group,"Sun (3pm-7pm), Wed (1pm-3pm), Tue (10am-2pm)",Kinesthetic,Deadlines,Cafes,Analytical Thinking,Writing,Independent Music,Software Engineer,WhatsApp,Animation Tools,Online,Focused,Yes,No
Jessica Hensley,Prefer Not to Say,Ireland,18-21,Bachelor's,Sem 8,"Geography, Biology, Psychology, Physics",Individual,"Sun (4pm-6pm), Wed (11am-2pm), Tue (9am-1pm)",Reading/Writing,Collaboration,Cafes,Presentation,Dance,DJ,Supply Chain Manager,WhatsApp,Office 365,Online,Focused,No,No
Darren Wilson,Prefer Not to Say,USA,21-25,Master's,Sem 6,"Data Science, Finance, Marketing, Architecture",Individual,"Sun (1pm-4pm), Wed (10am-1pm), Tue (2pm-3pm)",Reading/Writing,Personal Goals,Quiet Spaces,Presentation,Hiking,Independent Music,Software Engineer,Slack,Power Point,In-person,Relaxed,Yes,Yes
Marissa Mullins,Prefer Not to Say,Brazil,25+,Master's,Sem 7,"Data Science, Finance, Cybersecurity, International Business",Group,"Sun (11am-3pm), Wed (10am-12pm), Tue (4pm-6pm)",Auditory,Personal Goals,Quiet Spaces,Time Management,Photography,Art Exhibitions,Business Analyst,WhatsApp,SQL,Online,Collaborative,Yes,No
